Timestamp,ViolationType,Location,Channel
2026-04-01 16:33:27,"No Helmet, No Mask (P1) | No Helmet, No Mask (P2)",Zone A,email+telegram
2026-04-01 16:33:36,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 16:33:46,"No Helmet, No Mask (P1) | No Helmet, No Mask (P2)",Zone A,email+telegram
2026-04-01 16:33:47,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 16:33:58,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 16:34:06,"No Helmet, No Mask (P1) | No Helmet, No Mask (P2)",Zone A,email+telegram
2026-04-01 16:34:21,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 16:34:23,"No Helmet, No Mask (P1) | No Helmet, No Mask (P2)",Zone A,email+telegram
2026-04-01 20:42:13,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 20:52:44,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 20:53:27,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 20:53:37,"No Helmet, No Mask (P1)",Zone A,email+telegram
2026-04-01 21:53:46,"No Helmet, No Mask (P1)",Zone A,email+telegram
